County,Urban_Percentage,Pop2010_Sum,OHU2010_Sum,lapophalf_Sum,lalowihalf_Sum,lahunvhalf_Sum,lapop1_Sum,lalowi1_Sum,lahunv1_Sum,MedianFamilyIncome_Avg,lapophalfshare_Avg,lalowihalfshare_Avg,lahunvhalfshare_Avg,lapop1share_Avg,lalowi1share_Avg,lahunv1share_Avg
Santa Rosa County,64.0,151372,56910,131561.0,34696.0,1464.0,96856.0,25035.0,1112.0,73573.6,85.96,23.2344,2.6168,63.4684,16.6928,1.9972
Sarasota County,96.80851063829788,379448,175746,281964.0,68716.0,5592.0,137835.0,29380.0,1965.0,78356.21276595745,70.09329787234041,17.318404255319148,3.179893617021277,34.62518518518518,7.333333333333333,1.1941975308641977
Saratoga County,54.0,219607,88296,181929.0,30936.0,2458.0,137502.0,21604.0,1627.0,96444.91836734694,83.35489795918367,16.20877551020408,2.9632653061224485,66.1191489361702,11.227872340425533,2.086808510638298
Sargent County,0.0,3829,1675,2173.0,351.0,12.0,1880.0,296.0,9.0,87307.0,55.91,8.875,0.615,48.685,7.59,0.45
Sarpy County,90.69767441860465,158840,58102,125764.0,23766.0,1215.0,67399.0,11979.0,580.0,90352.13953488372,78.89604651162792,15.295348837209303,1.9662790697674417,44.11731707317073,7.915609756097561,1.0039024390243902
Sauk County,46.15384615384615,61976,25192,45146.0,12505.0,864.0,31150.0,8364.0,525.0,71953.84615384616,70.37461538461538,19.676153846153845,3.246153846153846,49.401538461538465,13.252307692307692,2.020769230769231
Saunders County,40.0,20780,8040,15916.0,3360.0,118.0,14317.0,2976.0,75.0,81404.4,75.976,15.87,1.616,67.128,13.709999999999999,0.9879999999999999
Sawyer County,16.666666666666664,16557,7038,14992.0,5711.0,307.0,13630.0,5064.0,252.0,55173.666666666664,92.33666666666666,35.095,4.346666666666667,86.83,32.515,3.8349999999999995
Schenectady County,90.69767441860465,154727,62886,98138.0,22473.0,4275.0,41936.0,6851.0,810.0,79496.3488372093,66.13690476190476,17.008333333333333,8.394761904761904,42.681724137931035,7.908275862068965,2.450344827586207
Schleicher County,0.0,3461,1182,2454.0,713.0,21.0,1573.0,446.0,8.0,66712.0,70.92,20.59,1.77,45.44,12.89,0.64
Schley County,0.0,5010,1872,4336.0,1891.0,93.0,3323.0,1420.0,53.0,51609.0,87.93,37.315,4.245,68.74,28.58,2.45
Schoharie County,25.0,32749,13166,29610.0,7832.0,561.0,26285.0,7121.0,469.0,67511.0,91.595,22.630000000000003,3.8875,76.19875,20.953750000000003,3.39625
Schoolcraft County,33.33333333333333,8485,3759,7726.0,2971.0,206.0,6960.0,2528.0,148.0,56259.0,92.38333333333333,34.333333333333336,5.306666666666667,84.69666666666667,29.876666666666665,3.9933333333333336
Schuyler County,10.0,30318,12366,27915.0,10390.0,590.0,24853.0,9069.0,492.0,62024.0,93.17,34.958,4.373,82.819,30.423000000000002,3.715
Schuylkill County,57.49999999999999,148289,60192,107507.0,32010.0,2956.0,72060.0,18370.0,1441.0,60835.15,72.12225,22.165,5.113,52.05657142857143,13.616,2.801428571428571
Scioto County,40.0,79499,30870,66826.0,28224.0,2076.0,51028.0,19614.0,1258.0,51217.5,81.0635,35.614,7.13,57.279999999999994,21.934,3.8519999999999994
Scotland County,44.44444444444444,41000,15494,35630.0,17489.0,1343.0,29072.0,13081.0,879.0,49161.666666666664,86.9088888888889,42.35888888888889,8.623333333333333,67.90444444444444,29.93777777777778,5.3133333333333335
Scott County,65.83333333333333,500890,191475,397552.0,114402.0,7995.0,250745.0,71636.0,4219.0,72934.81666666667,79.52050420168068,24.474117647058826,4.310168067226891,54.127735849056606,16.496509433962267,2.3742452830188676
Scotts Bluff County,54.54545454545454,36970,14928,26348.0,9330.0,509.0,11905.0,3587.0,174.0,63119.818181818184,73.36818181818181,25.829090909090908,3.536363636363636,43.555,13.517000000000001,1.59
Screven County,0.0,14593,5596,12931.0,6028.0,502.0,11676.0,5237.0,428.0,53972.2,91.56800000000001,42.58,8.324,85.15,38.519999999999996,7.394
Scurry County,25.0,16921,5838,14646.0,5441.0,262.0,10147.0,3849.0,80.0,70875.75,90.1175,31.122500000000002,3.5424999999999995,69.6,23.7,1.2825
Searcy County,0.0,8195,3574,7934.0,3952.0,244.0,7275.0,3668.0,225.0,44234.0,97.61333333333334,47.93666666666667,7.153333333333333,91.58,45.339999999999996,6.739999999999999
Sebastian County,76.92307692307693,125744,49599,96673.0,39839.0,2326.0,45259.0,15900.0,677.0,55404.03846153846,75.41884615384615,31.758076923076924,4.917692307692308,32.685,11.637083333333335,1.3904166666666666
Sedgwick County,88.8,500744,194595,379572.0,125085.0,8785.0,192118.0,56989.0,3788.0,68063.272,73.92408,26.98016,4.954560000000001,45.81263157894737,15.192315789473684,2.6282105263157893
Seminole County,87.75510204081633,456929,177965,335201.0,90694.0,4491.0,159360.0,38962.0,1776.0,74471.88775510204,71.89826530612244,21.198979591836736,2.884387755102041,42.45399999999999,11.815125,1.48
Seneca County,41.66666666666667,91996,35167,78159.0,25136.0,1957.0,61112.0,18101.0,1344.0,63446.0,83.83125,26.906666666666666,5.5512500000000005,65.16875,19.257083333333334,3.82875
Sequatchie County,33.33333333333333,14112,5519,13277.0,5896.0,197.0,11839.0,5186.0,151.0,62684.333333333336,96.53666666666668,40.96,3.34,90.51666666666667,37.99333333333333,2.84
Sequoyah County,44.44444444444444,42391,16208,36608.0,18099.0,761.0,28276.0,13245.0,486.0,43913.22222222222,87.42555555555556,43.73555555555556,5.151111111111111,66.99333333333334,31.86777777777778,3.227777777777778
Sevier County,29.629629629629626,127749,48412,111679.0,45912.0,1386.0,86706.0,34102.0,1022.0,53722.807692307695,87.30407407407408,35.30407407407407,2.882222222222222,68.90333333333334,26.460740740740743,2.094074074074074
Seward County,66.66666666666666,39702,13726,30421.0,10712.0,451.0,18212.0,5873.0,207.0,65886.77777777778,79.44,28.417777777777776,3.302222222222222,48.92555555555556,16.765555555555558,1.5555555555555556
Shackelford County,0.0,3378,1367,2314.0,888.0,50.0,1489.0,567.0,22.0,54265.0,68.5,26.29,3.63,44.08,16.79,1.58
Shannon County,0.0,8441,3448,7650.0,4096.0,119.0,6731.0,3569.0,103.0,45793.0,90.39,47.16,3.1149999999999998,79.175,40.93,2.705
Sharkey County,0.0,4916,1834,3653.0,2471.0,179.0,2740.0,1785.0,120.0,39768.5,69.655,47.675,9.309999999999999,47.61,31.055,5.5600000000000005
Sharp County,25.0,17264,7360,16197.0,8640.0,262.0,14585.0,7782.0,201.0,41552.0,95.30250000000001,51.769999999999996,3.5425,87.4425,47.625,2.875
Shasta County,56.25,177223,70346,138525.0,48810.0,3210.0,88877.0,29230.0,1508.0,65307.395833333336,79.338125,27.394375,4.560208333333333,57.79909090909091,18.61522727272727,2.4286363636363637
Shawano County,18.181818181818183,41949,17019,37480.0,10754.0,592.0,32052.0,8808.0,417.0,66920.09090909091,91.4709090909091,25.348181818181818,3.271818181818182,80.82636363636364,21.59,2.480909090909091
Shawnee County,76.74418604651163,177934,72600,142457.0,45029.0,4281.0,87893.0,26434.0,2549.0,67395.48837209302,78.8532558139535,27.508604651162788,6.836279069767442,50.79552631578947,17.589473684210525,4.8881578947368425
Sheboygan County,53.84615384615385,115507,46390,79355.0,16411.0,1421.0,43067.0,7518.0,451.0,73726.53846153847,68.79115384615385,14.02730769230769,2.741923076923077,50.72772727272727,8.726818181818182,1.2172727272727273
Shelby County,80.37974683544303,1325013,502663,1064095.0,367651.0,26164.0,602358.0,173657.0,9314.0,66347.05806451612,79.76955271565495,30.18303514376997,6.49817891373802,50.64212121212121,15.435984848484848,2.324583333333333
Shenandoah County,11.11111111111111,41993,17076,36431.0,11474.0,840.0,28372.0,8335.0,577.0,71691.44444444444,90.03,24.907777777777778,4.503333333333334,77.50555555555555,20.055555555555557,3.464444444444444
Sherburne County,27.27272727272727,88499,30212,80853.0,14056.0,761.0,64828.0,10754.0,508.0,93198.45454545454,92.40545454545455,16.346363636363638,2.5636363636363635,75.83363636363636,12.795454545454545,1.8636363636363635
Sheridan County,30.76923076923077,41846,18071,32969.0,8661.0,497.0,24806.0,6252.0,222.0,72285.76923076923,75.18692307692308,21.875384615384615,2.7953846153846156,58.892307692307696,16.78846153846154,1.4792307692307693
Sherman County,20.0,13961,5858,12106.0,3997.0,137.0,9848.0,3050.0,98.0,61453.8,87.212,28.532000000000004,2.42,74.508,23.363999999999997,1.936
Shiawassee County,58.82352941176471,70648,27481,61988.0,18382.0,1245.0,48018.0,13376.0,875.0,63277.294117647056,88.09941176470589,28.507058823529412,5.095882352941176,65.4964705882353,19.862352941176468,3.4994117647058824
Shoshone County,33.33333333333333,12765,5605,7485.0,3025.0,172.0,5640.0,2292.0,126.0,50806.0,57.123333333333335,22.98,3.1333333333333333,42.68000000000001,17.186666666666667,2.276666666666667
Sibley County,0.0,15226,6034,10789.0,2389.0,106.0,9212.0,1941.0,68.0,74740.25,69.3175,15.4,1.7575,58.515,12.3575,1.1075
Sierra County,20.0,15228,7399,13924.0,6437.0,302.0,10574.0,4481.0,146.0,48696.0,92.402,42.106,3.5879999999999996,72.824,30.732,1.7939999999999998
Silver Bow County,87.5,34200,14932,20199.0,5807.0,547.0,6496.0,1562.0,80.0,58257.5,64.28714285714285,18.465714285714284,4.47,18.115714285714287,4.5,0.5885714285714286
Simpson County,22.22222222222222,44830,17083,39537.0,17230.0,795.0,31907.0,13555.0,631.0,52186.0,87.81444444444445,36.50222222222222,4.343333333333333,70.15555555555555,27.706666666666667,3.302222222222222
Sioux County,20.0,39168,13319,27804.0,7361.0,380.0,17783.0,4859.0,190.0,69194.7,79.19500000000001,24.674,3.563,59.862,19.417,2.43
Siskiyou County,21.428571428571427,44900,19505,36401.0,14911.0,920.0,27709.0,10988.0,565.0,50922.357142857145,83.81642857142857,37.07214285714286,4.977857142857142,68.58785714285715,30.21357142857143,3.670714285714286
Sitka City and Borough,100.0,8881,3545,4541.0,941.0,189.0,3066.0,555.0,116.0,89518.5,59.175,11.895000000000001,6.220000000000001,42.33,7.625,3.965
Skagit County,62.06896551724138,116901,45557,94794.0,26036.0,1358.0,66969.0,15875.0,714.0,72900.37931034483,82.24206896551723,22.997241379310342,3.27,60.800714285714285,14.731071428571429,1.7814285714285714
Skagway Municipality,0.0,968,436,158.0,28.0,6.0,82.0,14.0,3.0,84688.0,16.28,2.86,1.32,8.5,1.49,0.75
Skamania County,0.0,11066,4522,9683.0,2723.0,188.0,7847.0,2001.0,115.0,66018.0,87.042,24.610000000000003,3.682,70.76599999999999,18.326,2.08
Slope County,0.0,727,326,727.0,157.0,3.0,727.0,157.0,3.0,74107.0,100.0,21.59,0.91,100.0,21.59,0.91
Smith County,56.86274509803921,249224,94434,210567.0,79749.0,3154.0,151873.0,55388.0,1877.0,62457.04,82.32,31.52392156862745,3.6870588235294117,65.13093023255814,23.48744186046512,2.2848837209302326
Smyth County,11.11111111111111,32208,13319,30388.0,13225.0,1176.0,24924.0,10700.0,871.0,51163.666666666664,94.96444444444444,41.50333333333333,8.682222222222222,79.20333333333333,34.14,6.57
Snohomish County,83.22147651006712,713335,268325,499783.0,85493.0,6508.0,258331.0,37555.0,2301.0,97972.41610738255,72.13006756756756,12.22614864864865,2.380135135135135,50.139568965517235,7.227844827586207,1.1700862068965516
Snyder County,25.0,39702,14750,34462.0,11412.0,839.0,27465.0,9099.0,708.0,64523.57142857143,86.575,31.770000000000003,5.485,63.53625,22.21875,4.655
Socorro County,50.0,17866,7014,15475.0,8299.0,458.0,11183.0,6086.0,315.0,40296.666666666664,89.09499999999998,49.335,8.931666666666667,67.84666666666666,38.29833333333334,7.166666666666667
Solano County,93.75,413344,141758,244959.0,51609.0,3003.0,106638.0,18570.0,890.0,86521.76595744681,61.644,13.393111111111109,2.2154444444444445,38.86983870967742,6.698548387096774,0.8340322580645162
Somerset County,62.83185840707964,479884,179564,390692.0,77888.0,8339.0,273136.0,55794.0,5525.0,105005.61607142857,83.99598214285713,18.940446428571427,4.829642857142857,65.32932038834952,15.377184466019417,3.547378640776699
Somervell County,0.0,8490,3078,7134.0,2316.0,20.0,5985.0,1916.0,14.0,52272.0,64.035,20.88,0.615,45.660000000000004,14.6,0.28
Sonoma County,77.77777777777779,483878,185825,275418.0,58825.0,4093.0,125102.0,24738.0,1496.0,94411.55555555556,59.88197916666667,12.70125,2.3027083333333334,38.83555555555555,7.625555555555555,1.1609722222222223
Southampton County,0.0,18570,6719,18470.0,4796.0,481.0,18280.0,4771.0,478.0,65298.5,99.686,23.162,5.074,99.088,23.083999999999996,5.05
Southeast Fairbanks Census Area,0.0,7029,2567,6668.0,1901.0,128.0,6244.0,1776.0,119.0,74283.0,94.05000000000001,28.75,6.5649999999999995,87.14,26.759999999999998,6.155
Spalding County,58.333333333333336,64073,23565,53851.0,23902.0,1592.0,40484.0,16346.0,867.0,47151.416666666664,84.66833333333334,37.8725,6.9175,64.92833333333333,26.875833333333333,4.024166666666667
Spartanburg County,69.56521739130434,284307,109246,255702.0,95410.0,5917.0,192015.0,69023.0,3521.0,58664.17391304348,88.51898550724638,35.18753623188406,6.765797101449275,66.71409090909091,25.55515151515152,3.8307575757575756
Spencer County,0.0,38013,14247,35549.0,7738.0,321.0,31999.0,6666.0,230.0,75097.55555555556,93.36444444444444,21.41444444444444,2.3055555555555554,85.88444444444445,18.947777777777777,1.7544444444444445
Spink County,0.0,6415,2608,5307.0,1447.0,57.0,3890.0,1003.0,19.0,66962.66666666667,86.41333333333334,23.253333333333334,1.93,69.05,17.80666666666667,0.8166666666666668
Spokane County,83.80952380952381,471221,187167,316431.0,91964.0,5584.0,148344.0,36218.0,1552.0,68239.90476190476,64.61209523809524,19.43942857142857,3.0195238095238097,41.08774647887324,10.43605633802817,1.1469014084507043
Spotsylvania County,63.33333333333333,122397,41942,106866.0,21747.0,1211.0,71430.0,14297.0,684.0,95999.33333333333,88.07966666666667,17.613999999999997,2.774,62.122068965517244,12.278620689655172,1.6624137931034484
St. Bernard Parish,94.11764705882352,35897,13221,22091.0,9763.0,472.0,12787.0,5811.0,259.0,54236.94117647059,62.924375,27.26625,3.39125,47.054545454545455,20.205454545454543,2.329090909090909
St. Charles County,89.87341772151899,360485,134274,291669.0,41075.0,2850.0,166695.0,21462.0,1436.0,94474.55128205128,81.03481012658227,11.884936708860758,2.098860759493671,50.567702702702704,6.708783783783784,1.1133783783783784
St. Charles Parish,69.23076923076923,52780,18557,46773.0,12183.0,764.0,37303.0,10238.0,662.0,74985.15384615384,89.16,26.63692307692308,4.4569230769230765,74.3623076923077,23.363076923076925,3.963846153846154
St. Clair County,63.2,526494,204671,452268.0,142875.0,12106.0,340431.0,104134.0,8201.0,66814.392,85.57288,28.8156,7.11904,68.25327731092437,22.032100840336135,5.232100840336135
St. Croix County,35.714285714285715,84345,31799,75308.0,11473.0,764.0,59109.0,8265.0,443.0,96180.28571428571,89.92,14.194285714285714,2.722142857142857,71.26642857142858,10.469285714285714,1.7421428571428572
St. Francis County,33.33333333333333,28258,9616,26782.0,11801.0,1193.0,24050.0,9980.0,999.0,42083.333333333336,93.73833333333334,44.64833333333333,12.805,82.14999999999999,36.975,10.733333333333334
St. Francois County,54.54545454545454,65359,23981,55465.0,21612.0,1181.0,37315.0,13653.0,578.0,60065.818181818184,82.26181818181819,31.64818181818182,5.0190909090909095,55.373636363636365,20.471818181818183,2.518181818181818
St. Helena Parish,0.0,11203,4333,11180.0,5291.0,428.0,11108.0,5258.0,423.0,53707.0,99.84,45.91,9.715,99.34,45.68000000000001,9.635000000000002
St. James Parish,71.42857142857143,22102,7717,16517.0,6631.0,586.0,9871.0,4040.0,311.0,63526.57142857143,77.90285714285714,32.339999999999996,8.27142857142857,50.80571428571428,21.650000000000002,5.087142857142857
St. John the Baptist Parish,72.72727272727273,45924,15965,40020.0,14913.0,880.0,27798.0,10174.0,529.0,57499.454545454544,87.74363636363636,35.17909090909091,6.095454545454545,60.809090909090905,23.781818181818185,3.4209090909090913
St. Johns County,69.23076923076923,190039,75338,164831.0,35113.0,1817.0,113349.0,23872.0,1144.0,97281.76923076923,86.65179487179488,19.10076923076923,2.6884615384615382,58.739230769230765,12.76897435897436,1.7002564102564104
St. Joseph County,82.6086956521739,328226,126313,256692.0,83504.0,6082.0,146659.0,39130.0,2672.0,60895.07692307692,74.87815217391304,26.42804347826087,5.43,52.90225352112676,14.956056338028167,2.7792957746478875
St. Landry Parish,52.63157894736842,83384,31857,66427.0,33763.0,2206.0,47933.0,22804.0,1169.0,44388.15789473684,77.7821052631579,40.713157894736845,7.518947368421052,53.92526315789473,26.352105263157895,3.8415789473684208
St. Lawrence County,39.285714285714285,111944,41605,92007.0,35548.0,2757.0,70484.0,26296.0,1901.0,61949.88,82.99071428571428,32.41464285714286,9.377142857142857,59.38964285714286,22.197499999999998,4.249642857142858
St. Louis County,90.9433962264151,1199180,489548,853847.0,202164.0,22087.0,379540.0,80773.0,8130.0,85965.28409090909,71.23509505703423,18.28038022813688,4.8346768060836505,41.41142180094786,9.870663507109004,2.4616113744075827
St. Louis city,99.05660377358491,319294,142057,155976.0,74307.0,14549.0,19596.0,11654.0,2067.0,57208.45192307692,53.188599999999994,26.5,13.496099999999998,23.72060606060606,14.0,6.566666666666666
St. Lucie County,95.34883720930233,277789,108523,228042.0,82376.0,4180.0,136955.0,45705.0,2040.0,54047.90697674418,81.25697674418605,31.385116279069766,4.966511627906977,53.525128205128205,18.032307692307693,2.2082051282051283
St. Martin Parish,27.27272727272727,52160,19216,43258.0,17342.0,848.0,34651.0,13421.0,646.0,60229.181818181816,82.90454545454544,31.421818181818182,4.392727272727273,65.05454545454546,23.55636363636364,3.03
St. Mary Parish,75.0,54650,20457,44726.0,20089.0,1283.0,24969.0,10515.0,524.0,48780.125,81.121875,37.82375,6.835625,44.540625,19.399375,2.875
St. Mary's County,41.17647058823529,105151,37604,92607.0,16980.0,1310.0,79514.0,13945.0,1059.0,100195.41176470589,88.72058823529412,17.58529411764706,3.417058823529412,75.57588235294118,14.265882352941176,2.763529411764706
St. Tammany Parish,69.04761904761905,233740,87521,196707.0,51548.0,2503.0,134839.0,35272.0,1707.0,82852.19047619047,82.52071428571428,21.799285714285716,2.8192857142857144,53.9147619047619,14.06690476190476,1.7728571428571427
Stafford County,62.06896551724138,133398,43676,110808.0,16494.0,693.0,74821.0,10486.0,382.0,113236.0,83.48551724137931,13.393448275862069,1.6255172413793104,62.16222222222222,9.814074074074075,1.0340740740740741
Stanislaus County,87.2340425531915,514453,165180,281454.0,102473.0,5058.0,88698.0,30054.0,1229.0,63055.44680851064,53.59553191489361,20.69308510638298,3.254468085106383,32.27943396226415,11.501886792452831,1.519622641509434
Stanley County,0.0,2966,1228,1975.0,435.0,9.0,1531.0,363.0,6.0,80278.0,66.59,14.68,0.74,51.6,12.26,0.48
Stanly County,23.076923076923077,60585,23589,52597.0,18261.0,881.0,40736.0,13602.0,518.0,60450.46153846154,86.79615384615384,30.197692307692307,3.766923076923077,67.83307692307693,22.745384615384616,2.4484615384615385
Stanton County,0.0,8364,3212,6178.0,1428.0,42.0,5268.0,1176.0,24.0,69755.0,76.82333333333334,17.463333333333335,1.0833333333333333,65.89666666666666,14.326666666666666,0.54
Stark County,79.16666666666666,405779,163599,320859.0,96966.0,7742.0,185079.0,50116.0,3582.0,65533.020833333336,78.57666666666667,25.5965625,5.4312499999999995,49.73662790697675,14.356511627906977,2.723953488372093
Starke County,14.285714285714285,23363,9038,20880.0,8202.0,344.0,17524.0,6378.0,260.0,57942.857142857145,90.55428571428571,34.70428571428572,3.8242857142857143,77.20857142857143,27.595714285714287,3.0271428571428567
Starr County,53.333333333333336,60968,17001,49050.0,31699.0,1159.0,37406.0,24152.0,866.0,33653.73333333333,81.238,51.234,6.180666666666666,64.01,40.147333333333336,4.588666666666667
Staunton city,83.33333333333334,23746,10480,12203.0,4145.0,338.0,1986.0,608.0,42.0,65788.66666666667,40.358333333333334,14.219999999999999,2.5183333333333335,7.18,2.304,0.354
Ste. Genevieve County,25.0,18145,7040,16743.0,5133.0,226.0,14604.0,4325.0,155.0,69534.0,92.97749999999999,27.2075,3.5825,82.255,23.1575,2.7025
Stearns County,58.620689655172406,150642,56232,126114.0,34816.0,2459.0,80917.0,18610.0,900.0,74573.27586206897,80.38793103448276,22.16689655172414,4.888620689655172,55.847692307692306,12.48653846153846,1.6238461538461537
Steele County,55.55555555555556,38551,15194,31503.0,7621.0,616.0,21114.0,4021.0,204.0,77952.77777777778,79.99555555555555,18.85666666666667,3.67,63.775000000000006,12.085,1.4875
Stephens County,52.63157894736842,80853,32081,67171.0,26840.0,1595.0,47113.0,17541.0,911.0,56944.73684210526,82.08052631578947,33.519473684210524,5.308947368421052,59.041666666666664,22.494444444444444,3.125
Stephenson County,46.15384615384615,47711,19845,34328.0,9963.0,1061.0,21495.0,5328.0,417.0,60156.07692307692,73.23384615384614,22.10076923076923,5.606923076923077,49.85166666666667,12.615,2.419166666666667
Sterling County,0.0,1143,440,1143.0,410.0,3.0,1143.0,410.0,3.0,68411.0,100.0,35.9,0.65,100.0,35.9,0.65
Steuben County,35.8974358974359,133175,53654,111015.0,37324.0,3104.0,88886.0,28956.0,1813.0,64726.692307692305,82.78692307692307,27.833333333333332,5.422564102564103,74.69942857142857,24.238,3.7137142857142855
Stevens County,23.52941176470588,58981,23086,49202.0,17038.0,806.0,40213.0,13963.0,551.0,63147.470588235294,82.15294117647058,29.10470588235294,3.94235294117647,68.00588235294117,24.12235294117647,2.7523529411764707
Stewart County,0.0,19382,7248,18628.0,7929.0,417.0,17584.0,7382.0,354.0,48406.8,92.976,42.239999999999995,7.409999999999999,83.974,37.284000000000006,5.888
Stillwater County,0.0,9117,3796,6970.0,1329.0,71.0,6053.0,1156.0,51.0,75889.33333333333,76.67666666666666,14.753333333333332,1.92,66.51333333333334,12.81,1.4566666666666668
Stoddard County,25.0,29968,12255,23311.0,10068.0,566.0,16236.0,6691.0,335.0,51595.0,78.10125,33.91375,4.58375,55.17875,22.7225,2.75875
Stokes County,11.11111111111111,47401,19416,45306.0,15000.0,602.0,40559.0,13257.0,493.0,57090.666666666664,96.05222222222223,31.65888888888889,2.9377777777777774,86.30777777777777,28.075555555555557,2.427777777777778
Stone County,16.666666666666664,62382,25180,60212.0,24672.0,965.0,55312.0,22309.0,800.0,52404.25,96.79583333333333,39.3275,4.245833333333334,88.83,35.339999999999996,3.5025
Stonewall County,0.0,1490,642,976.0,344.0,11.0,569.0,180.0,0.0,74167.0,65.5,23.12,1.7,38.21,12.08,0.04
Storey County,0.0,4010,1742,4010.0,930.0,16.0,4010.0,930.0,16.0,69327.0,100.0,23.2,0.92,100.0,23.2,0.92
Story County,75.0,89542,34736,71526.0,27552.0,1311.0,36371.0,12820.0,491.0,83979.26315789473,80.687,30.424500000000002,3.7449999999999997,49.37833333333333,16.69611111111111,1.7855555555555556
Strafford County,64.0,123143,47100,95872.0,20613.0,1967.0,67166.0,13059.0,1110.0,94550.28,75.58359999999999,16.4388,4.244800000000001,54.42041666666666,10.612083333333333,2.395
Stutsman County,33.33333333333333,21100,8931,16425.0,4231.0,288.0,10350.0,2481.0,133.0,79157.16666666667,81.24166666666666,20.961666666666666,2.8266666666666667,55.94166666666666,13.468333333333334,1.37
Sublette County,0.0,10247,3906,8953.0,1902.0,45.0,7499.0,1589.0,35.0,89993.5,88.285,18.64,1.125,75.35,15.86,0.91
Suffolk County,97.12643678160919,2215373,792689,1231543.0,222626.0,30817.0,461045.0,65935.0,6832.0,107231.25294117647,65.48301401869159,12.094485981308411,4.745070093457944,36.317832167832165,5.411853146853146,1.520766550522648
Suffolk city,60.71428571428571,84585,30868,66105.0,15109.0,1379.0,40485.0,8258.0,646.0,81745.39285714286,83.05464285714287,18.806071428571432,4.756785714285714,60.066923076923075,11.945384615384615,2.6980769230769233
Sullivan County,39.75903614457831,312729,127903,274306.0,94112.0,7268.0,211163.0,65974.0,4239.0,62150.469879518074,88.3432530120482,30.18975903614458,5.570240963855421,69.09256097560976,21.456219512195123,3.4040243902439022
Sully County,0.0,1373,610,1373.0,299.0,14.0,1373.0,299.0,14.0,79643.0,100.0,21.75,2.26,100.0,21.75,2.26
Summers County,25.0,13927,5572,12518.0,5292.0,381.0,12049.0,5064.0,349.0,44442.0,81.875,35.14,6.75,76.7525,32.775,5.9325
Summit County,86.9281045751634,606099,247525,457416.0,127982.0,13240.0,228830.0,50610.0,4146.0,74453.45695364238,75.19882352941177,23.72856209150327,6.3987581699346405,44.87934426229508,10.545737704918032,2.2188524590163934
Sumner County,45.83333333333333,184777,70429,163685.0,41879.0,2006.0,123231.0,28904.0,1121.0,77456.875,90.0625,22.510833333333334,2.786875,73.08574468085106,17.07191489361702,1.8174468085106383
Sumter County,37.03703703703704,247458,99511,218336.0,83906.0,5682.0,164241.0,61966.0,3546.0,51384.01960784314,86.76277777777777,36.345925925925926,6.579814814814815,72.03960000000001,29.136999999999997,4.3706
Sunflower County,42.857142857142854,29450,8822,24774.0,15422.0,847.0,19790.0,12343.0,605.0,38187.42857142857,81.65285714285713,49.97571428571428,9.635714285714286,67.00285714285714,41.255714285714284,7.552857142857143
Surry County,25.0,80731,32740,71305.0,28616.0,1743.0,59581.0,23500.0,1237.0,55686.208333333336,88.89625000000001,35.295,5.48875,74.79291666666667,29.153750000000002,3.984166666666667
Susquehanna County,27.27272727272727,43356,17798,38862.0,11956.0,718.0,34887.0,10313.0,539.0,64166.63636363636,89.84,28.24,4.514545454545455,78.70545454545454,23.55090909090909,3.193636363636364
Sussex County,53.535353535353536,358497,138114,315481.0,70053.0,4045.0,266186.0,56907.0,2944.0,88361.52040816327,86.05242424242425,18.236969696969698,2.879090909090909,74.03536082474227,15.158247422680411,2.178350515463918
Sutter County,76.19047619047619,94737,31437,69212.0,24595.0,1007.0,39984.0,13035.0,476.0,65823.0,72.44190476190477,25.447619047619046,3.2347619047619043,57.634375,19.310624999999998,2.21625
Sutton County,100.0,4128,1550,2788.0,861.0,49.0,792.0,239.0,12.0,63849.0,67.53,20.86,3.14,19.18,5.78,0.79
Suwannee County,0.0,41551,15953,39383.0,16636.0,838.0,35527.0,14834.0,659.0,50976.42857142857,95.37428571428572,41.06,5.587142857142857,86.31428571428572,36.75285714285714,4.474285714285714
Swain County,0.0,13981,5672,13070.0,6319.0,253.0,11839.0,5727.0,214.0,46041.5,92.85,45.089999999999996,4.275,82.945,40.3075,3.555
Sweet Grass County,0.0,3651,1590,2250.0,560.0,11.0,1883.0,449.0,6.0,67007.0,61.62,15.34,0.72,51.57,12.3,0.38
Sweetwater County,50.0,43806,16475,36045.0,9264.0,372.0,24036.0,6411.0,284.0,85896.83333333333,82.59166666666667,21.194166666666664,1.8783333333333332,55.465833333333336,14.695,1.3366666666666667
Swift County,25.0,9783,4236,6754.0,1858.0,108.0,5034.0,1278.0,63.0,66319.0,73.2025,19.3525,2.475,58.79,14.5125,1.6625
Swisher County,33.33333333333333,7854,2762,5877.0,2514.0,133.0,3783.0,1573.0,61.0,51556.0,85.49000000000001,36.443333333333335,4.456666666666666,70.10000000000001,29.526666666666667,3.0233333333333334
Switzerland County,0.0,10613,4034,9744.0,3700.0,122.0,8978.0,3433.0,104.0,55989.666666666664,89.62,33.66,3.2266666666666666,80.61666666666666,30.543333333333333,2.72
Talbot County,23.076923076923077,44647,18989,41656.0,10622.0,890.0,33958.0,8043.0,568.0,76854.38461538461,94.68692307692308,25.93307692307692,4.705384615384615,80.90615384615384,21.313076923076924,3.4699999999999998
Taliaferro County,0.0,1717,759,1717.0,895.0,89.0,1717.0,895.0,89.0,42292.0,100.0,52.14,11.71,100.0,52.14,11.71
