,State,County,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
1574,MS,Rankin,13.0,90.0,147.0,0.0
1575,MS,Scott,8.0,30.0,19.0,0.0
1576,MS,Sharkey,1.0,7.0,5.0,0.0
1577,MS,Simpson,3.0,24.0,21.0,0.0
1578,MS,Smith,4.0,7.0,5.0,0.0
1579,MS,Stone,1.0,15.0,13.0,1.0
1580,MS,Sunflower,5.0,24.0,15.0,1.0
1581,MS,Tallahatchie,2.0,13.0,6.0,0.0
1582,MS,Tate,1.0,14.0,22.0,1.0
1583,MS,Tippah,4.0,14.0,10.0,1.0
1584,MS,Tishomingo,8.0,11.0,12.0,2.0
1585,MS,Tunica,3.0,22.0,10.0,0.0
1586,MS,Union,4.0,22.0,17.0,1.0
1587,MS,Walthall,4.0,7.0,6.0,1.0
1588,MS,Warren,5.0,36.0,36.0,1.0
1589,MS,Washington,11.0,49.0,38.0,2.0
1590,MS,Wayne,4.0,19.0,12.0,0.0
1591,MS,Webster,3.0,9.0,5.0,1.0
1592,MS,Wilkinson,4.0,5.0,2.0,0.0
1593,MS,Winston,3.0,17.0,13.0,1.0
1594,MS,Yalobusha,3.0,13.0,6.0,1.0
1595,MS,Yazoo,6.0,21.0,12.0,1.0
1596,MT,Beaverhead,3.0,5.0,9.0,1.0
1597,MT,Big Horn,4.0,15.0,2.0,1.0
1598,MT,Blaine,4.0,4.0,2.0,0.0
1599,MT,Broadwater,1.0,2.0,2.0,0.0
1600,MT,Carbon,5.0,8.0,9.0,1.0
1601,MT,Carter,1.0,1.0,0.0,0.0
1602,MT,Cascade,10.0,29.0,69.0,2.0
1603,MT,Chouteau,2.0,3.0,1.0,1.0
1604,MT,Custer,2.0,5.0,9.0,1.0
1605,MT,Daniels,1.0,1.0,2.0,0.0
1606,MT,Dawson,2.0,4.0,3.0,2.0
1607,MT,Deer Lodge,2.0,5.0,3.0,1.0
1608,MT,Fallon,1.0,2.0,2.0,0.0
1609,MT,Fergus,9.0,3.0,6.0,1.0
1610,MT,Flathead,18.0,38.0,67.0,5.0
1611,MT,Gallatin,18.0,37.0,97.0,8.0
1612,MT,Garfield,1.0,1.0,0.0,0.0
1613,MT,Glacier,5.0,5.0,7.0,0.0
1614,MT,Golden Valley,0.0,1.0,0.0,0.0
1615,MT,Granite,2.0,1.0,1.0,0.0
1616,MT,Hill,2.0,10.0,11.0,1.0
1617,MT,Jefferson,2.0,4.0,4.0,2.0
1618,MT,Judith Basin,2.0,0.0,0.0,1.0
1619,MT,Lake,8.0,16.0,19.0,2.0
1620,MT,Lewis and Clark,13.0,23.0,41.0,1.0
1621,MT,Liberty,2.0,1.0,0.0,2.0
1622,MT,Lincoln,8.0,8.0,8.0,2.0
1623,MT,Madison,3.0,5.0,1.0,4.0
1624,MT,McCone,1.0,2.0,1.0,1.0
1625,MT,Meagher,2.0,1.0,1.0,0.0
1626,MT,Mineral,3.0,5.0,1.0,0.0
1627,MT,Missoula,20.0,34.0,87.0,6.0
1628,MT,Musselshell,2.0,2.0,1.0,0.0
1629,MT,Park,4.0,8.0,14.0,2.0
1630,MT,Petroleum,1.0,0.0,0.0,0.0
1631,MT,Phillips,2.0,3.0,3.0,0.0
1632,MT,Pondera,2.0,3.0,1.0,0.0
1633,MT,Powder River,1.0,1.0,1.0,0.0
1634,MT,Powell,2.0,2.0,4.0,1.0
1635,MT,Prairie,1.0,1.0,0.0,0.0
1636,MT,Ravalli,12.0,14.0,20.0,4.0
1637,MT,Richland,3.0,6.0,11.0,1.0
1638,MT,Roosevelt,5.0,6.0,7.0,1.0
1639,MT,Rosebud,8.0,4.0,5.0,0.0
1640,MT,Sanders,10.0,8.0,7.0,4.0
1641,MT,Sheridan,2.0,2.0,2.0,0.0
1642,MT,Silver Bow,9.0,16.0,34.0,1.0
1643,MT,Stillwater,3.0,5.0,4.0,1.0
1644,MT,Sweet Grass,1.0,3.0,0.0,1.0
1645,MT,Teton,2.0,4.0,0.0,1.0
1646,MT,Toole,2.0,1.0,2.0,1.0
1647,MT,Treasure,0.0,0.0,0.0,1.0
1648,MT,Valley,3.0,2.0,11.0,2.0
1649,MT,Wheatland,1.0,1.0,1.0,0.0
1650,MT,Wibaux,1.0,2.0,1.0,0.0
1651,MT,Yellowstone,18.0,53.0,111.0,3.0
1652,NC,Alamance,29.0,81.0,129.0,4.0
1653,NC,Alexander,3.0,12.0,15.0,1.0
1654,NC,Alleghany,3.0,7.0,5.0,1.0
1655,NC,Anson,2.0,17.0,15.0,2.0
1656,NC,Ashe,4.0,17.0,19.0,1.0
1657,NC,Avery,4.0,12.0,12.0,1.0
1658,NC,Beaufort,9.0,30.0,35.0,1.0
1659,NC,Bertie,4.0,10.0,12.0,0.0
1660,NC,Bladen,6.0,22.0,27.0,0.0
1661,NC,Brunswick,22.0,45.0,97.0,2.0
1662,NC,Buncombe,56.0,113.0,243.0,17.0
1663,NC,Burke,16.0,49.0,56.0,3.0
1664,NC,Cabarrus,31.0,73.0,160.0,5.0
1665,NC,Caldwell,11.0,43.0,54.0,3.0
1666,NC,Camden,0.0,6.0,2.0,0.0
1667,NC,Carteret,14.0,43.0,62.0,2.0
1668,NC,Caswell,3.0,17.0,6.0,1.0
1669,NC,Catawba,35.0,87.0,134.0,7.0
1670,NC,Chatham,13.0,34.0,35.0,4.0
1671,NC,Cherokee,5.0,15.0,21.0,2.0
1672,NC,Chowan,2.0,11.0,9.0,1.0
1673,NC,Clay,1.0,3.0,5.0,1.0
1674,NC,Cleveland,17.0,66.0,64.0,2.0
1675,NC,Columbus,16.0,36.0,46.0,2.0
1676,NC,Craven,16.0,62.0,73.0,2.0
1677,NC,Cumberland,50.0,172.0,277.0,1.0
1678,NC,Currituck,10.0,19.0,20.0,0.0
1679,NC,Dare,17.0,32.0,60.0,2.0
1680,NC,Davidson,32.0,86.0,90.0,3.0
1681,NC,Davie,5.0,24.0,30.0,3.0
1682,NC,Duplin,14.0,41.0,36.0,0.0
1683,NC,Durham,52.0,120.0,286.0,6.0
1684,NC,Edgecombe,11.0,33.0,31.0,1.0
1685,NC,Forsyth,82.0,169.0,287.0,7.0
1686,NC,Franklin,8.0,36.0,28.0,1.0
1687,NC,Gaston,32.0,106.0,168.0,5.0
1688,NC,Gates,3.0,6.0,0.0,0.0
1689,NC,Graham,1.0,6.0,6.0,1.0
1690,NC,Granville,7.0,39.0,33.0,3.0
1691,NC,Greene,5.0,9.0,5.0,1.0
1692,NC,Guilford,119.0,259.0,446.0,4.0
1693,NC,Halifax,20.0,48.0,43.0,1.0
1694,NC,Harnett,20.0,53.0,81.0,3.0
1695,NC,Haywood,10.0,35.0,41.0,4.0
1696,NC,Henderson,22.0,41.0,65.0,4.0
1697,NC,Hertford,7.0,17.0,19.0,0.0
1698,NC,Hoke,6.0,23.0,13.0,1.0
1699,NC,Hyde,1.0,6.0,3.0,0.0
1700,NC,Iredell,30.0,85.0,150.0,8.0
1701,NC,Jackson,7.0,18.0,33.0,4.0
1702,NC,Johnston,34.0,89.0,122.0,3.0
1703,NC,Jones,2.0,6.0,3.0,0.0
1704,NC,Lee,15.0,37.0,47.0,0.0
1705,NC,Lenoir,14.0,41.0,51.0,1.0
1706,NC,Lincoln,15.0,40.0,60.0,3.0
1707,NC,Macon,10.0,16.0,34.0,1.0
1708,NC,Madison,4.0,9.0,13.0,3.0
1709,NC,Martin,5.0,14.0,17.0,2.0
1710,NC,McDowell,9.0,17.0,31.0,1.0
1711,NC,Mecklenburg,216.0,347.0,876.0,16.0
1712,NC,Mitchell,1.0,5.0,8.0,2.0
1713,NC,Montgomery,4.0,15.0,18.0,2.0
1714,NC,Moore,19.0,48.0,66.0,3.0
1715,NC,Nash,25.0,73.0,70.0,1.0
1716,NC,New Hanover,49.0,88.0,227.0,4.0
1717,NC,Northampton,2.0,15.0,7.0,0.0
1718,NC,Onslow,20.0,72.0,152.0,3.0
1719,NC,Orange,19.0,44.0,100.0,6.0
1720,NC,Pamlico,4.0,4.0,15.0,1.0
1721,NC,Pasquotank,7.0,24.0,36.0,1.0
1722,NC,Pender,11.0,13.0,37.0,1.0
1723,NC,Perquimans,2.0,6.0,4.0,0.0
1724,NC,Person,5.0,39.0,26.0,1.0
1725,NC,Pitt,27.0,84.0,165.0,6.0
1726,NC,Polk,3.0,8.0,8.0,2.0
1727,NC,Randolph,22.0,66.0,74.0,3.0
1728,NC,Richmond,11.0,44.0,26.0,1.0
1729,NC,Robeson,33.0,104.0,71.0,1.0
1730,NC,Rockingham,19.0,62.0,65.0,4.0
1731,NC,Rowan,22.0,79.0,83.0,4.0
1732,NC,Rutherford,12.0,30.0,33.0,3.0
1733,NC,Sampson,10.0,35.0,33.0,1.0
1734,NC,Scotland,7.0,34.0,23.0,1.0
1735,NC,Stanly,14.0,34.0,50.0,2.0
1736,NC,Stokes,7.0,26.0,24.0,2.0
1737,NC,Surry,15.0,52.0,58.0,4.0
1738,NC,Swain,3.0,15.0,20.0,3.0
1739,NC,Transylvania,7.0,16.0,19.0,1.0
1740,NC,Tyrrell,1.0,6.0,2.0,0.0
1741,NC,Union,36.0,73.0,127.0,2.0
1742,NC,Vance,11.0,51.0,28.0,1.0
1743,NC,Wake,194.0,352.0,914.0,14.0
1744,NC,Warren,5.0,10.0,10.0,1.0
1745,NC,Washington,3.0,7.0,9.0,1.0
1746,NC,Watauga,10.0,23.0,40.0,4.0
1747,NC,Wayne,25.0,71.0,81.0,1.0
1748,NC,Wilkes,12.0,41.0,38.0,1.0
1749,NC,Wilson,19.0,60.0,58.0,3.0
1750,NC,Yadkin,7.0,17.0,15.0,3.0
1751,NC,Yancey,3.0,9.0,7.0,1.0
1752,ND,Adams,1.0,2.0,0.0,0.0
1753,ND,Barnes,4.0,3.0,8.0,1.0
1754,ND,Benson,2.0,2.0,0.0,1.0
1755,ND,Billings,0.0,1.0,0.0,0.0
1756,ND,Bottineau,0.0,5.0,3.0,1.0
1757,ND,Bowman,4.0,1.0,4.0,1.0
1758,ND,Burke,2.0,2.0,0.0,2.0
1759,ND,Burleigh,11.0,33.0,58.0,5.0
1760,ND,Cass,32.0,57.0,128.0,4.0
1761,ND,Cavalier,3.0,2.0,2.0,1.0
1762,ND,Dickey,3.0,4.0,2.0,0.0
1763,ND,Divide,1.0,2.0,1.0,1.0
1764,ND,Dunn,1.0,3.0,1.0,1.0
1765,ND,Eddy,0.0,1.0,1.0,0.0
1766,ND,Emmons,4.0,2.0,2.0,0.0
1767,ND,Foster,1.0,2.0,3.0,0.0
1768,ND,Golden Valley,2.0,0.0,0.0,1.0
1769,ND,Grand Forks,11.0,31.0,55.0,2.0
1770,ND,Grant,1.0,2.0,0.0,0.0
1771,ND,Griggs,1.0,2.0,2.0,1.0
1772,ND,Hettinger,3.0,1.0,0.0,0.0
1773,ND,Kidder,2.0,2.0,0.0,0.0
1774,ND,LaMoure,2.0,1.0,1.0,2.0
1775,ND,Logan,1.0,2.0,0.0,0.0
1776,ND,McHenry,3.0,2.0,0.0,3.0
1777,ND,McIntosh,2.0,1.0,1.0,1.0
1778,ND,McKenzie,3.0,5.0,7.0,1.0
1779,ND,McLean,3.0,10.0,2.0,1.0
1780,ND,Mercer,3.0,7.0,6.0,3.0
1781,ND,Morton,6.0,18.0,14.0,3.0
1782,ND,Mountrail,6.0,4.0,5.0,2.0
1783,ND,Nelson,5.0,4.0,1.0,0.0
1784,ND,Oliver,0.0,1.0,0.0,0.0
1785,ND,Pembina,4.0,5.0,1.0,3.0
1786,ND,Pierce,1.0,2.0,3.0,1.0
1787,ND,Ramsey,3.0,8.0,12.0,2.0
1788,ND,Ransom,1.0,4.0,3.0,2.0
1789,ND,Renville,1.0,2.0,1.0,1.0
1790,ND,Richland,1.0,10.0,12.0,1.0
1791,ND,Rolette,5.0,9.0,6.0,1.0
1792,ND,Sargent,2.0,2.0,1.0,0.0
1793,ND,Sheridan,1.0,1.0,0.0,1.0
1794,ND,Sioux,1.0,4.0,1.0,1.0
1795,ND,Slope,0.0,1.0,0.0,0.0
1796,ND,Stark,6.0,19.0,18.0,1.0
1797,ND,Steele,1.0,2.0,0.0,0.0
1798,ND,Stutsman,3.0,10.0,18.0,3.0
1799,ND,Towner,0.0,2.0,1.0,1.0
1800,ND,Traill,7.0,8.0,6.0,0.0
1801,ND,Walsh,4.0,4.0,3.0,1.0
1802,ND,Ward,8.0,29.0,49.0,4.0
1803,ND,Wells,6.0,4.0,3.0,1.0
1804,ND,Williams,6.0,18.0,30.0,3.0
1805,NE,Adams,5.0,16.0,36.0,2.0
1806,NE,Antelope,5.0,6.0,5.0,3.0
1807,NE,Arthur,1.0,0.0,0.0,0.0
1808,NE,Banner,0.0,0.0,0.0,1.0
1809,NE,Blaine,0.0,1.0,0.0,0.0
1810,NE,Boone,4.0,4.0,1.0,0.0
1811,NE,Box Butte,4.0,6.0,7.0,1.0
1812,NE,Boyd,2.0,2.0,0.0,0.0
1813,NE,Brown,3.0,5.0,0.0,3.0
1814,NE,Buffalo,10.0,29.0,43.0,4.0
1815,NE,Burt,2.0,7.0,1.0,1.0
1816,NE,Butler,2.0,5.0,1.0,1.0
1817,NE,Cass,6.0,11.0,11.0,1.0
1818,NE,Cedar,4.0,6.0,2.0,1.0
1819,NE,Chase,4.0,2.0,1.0,0.0
1820,NE,Cherry,2.0,9.0,4.0,1.0
1821,NE,Cheyenne,3.0,6.0,7.0,1.0
1822,NE,Clay,4.0,2.0,1.0,1.0
1823,NE,Colfax,5.0,5.0,2.0,1.0
1824,NE,Cuming,4.0,5.0,6.0,2.0
1825,NE,Custer,6.0,11.0,5.0,1.0
1826,NE,Dakota,6.0,8.0,14.0,1.0
1827,NE,Dawes,2.0,4.0,7.0,1.0
1828,NE,Dawson,4.0,16.0,14.0,5.0
1829,NE,Deuel,2.0,2.0,1.0,0.0
1830,NE,Dixon,1.0,3.0,0.0,0.0
1831,NE,Dodge,8.0,23.0,30.0,2.0
1832,NE,Douglas,91.0,162.0,423.0,10.0
1833,NE,Dundy,0.0,1.0,1.0,0.0
1834,NE,Fillmore,3.0,6.0,2.0,1.0
1835,NE,Franklin,2.0,3.0,0.0,0.0
1836,NE,Frontier,4.0,1.0,0.0,1.0
1837,NE,Furnas,4.0,3.0,2.0,0.0
1838,NE,Gage,6.0,12.0,12.0,3.0
1839,NE,Garden,1.0,2.0,0.0,0.0
1840,NE,Garfield,1.0,2.0,0.0,1.0
1841,NE,Gosper,1.0,2.0,1.0,0.0
1842,NE,Grant,1.0,1.0,0.0,0.0
1843,NE,Greeley,2.0,2.0,0.0,0.0
1844,NE,Hall,11.0,28.0,47.0,2.0
1845,NE,Hamilton,1.0,3.0,4.0,0.0
1846,NE,Harlan,1.0,2.0,3.0,2.0
1847,NE,Hayes,1.0,1.0,0.0,0.0
1848,NE,Hitchcock,2.0,3.0,0.0,0.0
1849,NE,Holt,6.0,10.0,5.0,0.0
1850,NE,Hooker,1.0,1.0,1.0,0.0
1851,NE,Howard,2.0,5.0,1.0,0.0
1852,NE,Jefferson,2.0,3.0,5.0,1.0
1853,NE,Johnson,1.0,3.0,1.0,0.0
1854,NE,Kearney,2.0,2.0,4.0,2.0
1855,NE,Keith,3.0,13.0,8.0,1.0
1856,NE,Keya Paha,1.0,1.0,0.0,0.0
1857,NE,Kimball,1.0,3.0,2.0,0.0
1858,NE,Knox,6.0,8.0,3.0,1.0
1859,NE,Lancaster,45.0,97.0,299.0,8.0
1860,NE,Lincoln,9.0,25.0,26.0,2.0
1861,NE,Logan,0.0,1.0,0.0,0.0
1862,NE,Loup,0.0,1.0,0.0,0.0
1863,NE,Madison,9.0,17.0,30.0,3.0
1864,NE,McPherson,0.0,0.0,0.0,0.0
1865,NE,Merrick,1.0,7.0,4.0,0.0
1866,NE,Morrill,3.0,3.0,4.0,1.0
1867,NE,Nance,3.0,4.0,2.0,0.0
1868,NE,Nemaha,4.0,4.0,4.0,2.0
1869,NE,Nuckolls,1.0,3.0,2.0,0.0
1870,NE,Otoe,4.0,10.0,8.0,2.0
1871,NE,Pawnee,1.0,1.0,1.0,0.0
1872,NE,Perkins,2.0,3.0,1.0,0.0
1873,NE,Phelps,3.0,5.0,9.0,1.0
1874,NE,Pierce,4.0,4.0,3.0,1.0
1875,NE,Platte,5.0,21.0,23.0,1.0
1876,NE,Polk,3.0,2.0,2.0,1.0
1877,NE,Red Willow,1.0,3.0,11.0,1.0
1878,NE,Richardson,2.0,4.0,5.0,0.0
1879,NE,Rock,1.0,2.0,0.0,1.0
1880,NE,Saline,4.0,4.0,5.0,0.0
1881,NE,Sarpy,15.0,50.0,113.0,2.0
1882,NE,Saunders,6.0,14.0,8.0,3.0
1883,NE,Scotts Bluff,5.0,14.0,29.0,3.0
1884,NE,Seward,5.0,8.0,10.0,1.0
1885,NE,Sheridan,7.0,4.0,4.0,2.0
1886,NE,Sherman,2.0,2.0,1.0,1.0
1887,NE,Sioux,0.0,0.0,0.0,0.0
1888,NE,Stanton,1.0,3.0,1.0,0.0
1889,NE,Thayer,4.0,6.0,2.0,3.0
1890,NE,Thomas,1.0,1.0,0.0,0.0
1891,NE,Thurston,0.0,5.0,3.0,0.0
1892,NE,Valley,3.0,3.0,2.0,1.0
1893,NE,Washington,2.0,10.0,10.0,1.0
1894,NE,Wayne,2.0,2.0,9.0,1.0
1895,NE,Webster,2.0,4.0,0.0,1.0
1896,NE,Wheeler,0.0,2.0,0.0,0.0
1897,NE,York,4.0,6.0,12.0,1.0
1898,NH,Belknap,10.0,36.0,47.0,16.0
1899,NH,Carroll,15.0,45.0,46.0,7.0
1900,NH,Cheshire,13.0,45.0,51.0,5.0
1901,NH,Coos,12.0,27.0,25.0,3.0
1902,NH,Grafton,29.0,63.0,78.0,8.0
1903,NH,Hillsborough,68.0,166.0,273.0,17.0
1904,NH,Merrimack,21.0,76.0,102.0,13.0
1905,NH,Rockingham,48.0,153.0,287.0,14.0
1906,NH,Strafford,18.0,56.0,81.0,10.0
1907,NH,Sullivan,7.0,26.0,18.0,3.0
1908,NJ,Atlantic,72.0,77.0,197.0,5.0
1909,NJ,Bergen,256.0,249.0,783.0,13.0
1910,NJ,Burlington,69.0,136.0,318.0,8.0
1911,NJ,Camden,147.0,150.0,393.0,12.0
1912,NJ,Cape May,43.0,28.0,170.0,5.0
1913,NJ,Cumberland,31.0,46.0,93.0,2.0
1914,NJ,Essex,362.0,155.0,573.0,11.0
1915,NJ,Gloucester,40.0,93.0,198.0,1.0
1916,NJ,Hudson,276.0,175.0,513.0,8.0
1917,NJ,Hunterdon,21.0,27.0,95.0,5.0
1918,NJ,Mercer,118.0,90.0,299.0,14.0
1919,NJ,Middlesex,212.0,266.0,643.0,7.0
1920,NJ,Monmouth,168.0,189.0,524.0,9.0
1921,NJ,Morris,98.0,114.0,398.0,13.0
1922,NJ,Ocean,110.0,170.0,416.0,12.0
1923,NJ,Passaic,243.0,111.0,347.0,6.0
1924,NJ,Salem,16.0,24.0,31.0,1.0
1925,NJ,Somerset,72.0,67.0,271.0,5.0
1926,NJ,Sussex,27.0,46.0,75.0,3.0
1927,NJ,Union,153.0,138.0,382.0,6.0
1928,NJ,Warren,24.0,38.0,83.0,4.0
1929,NM,Bernalillo,78.0,225.0,568.0,8.0
1930,NM,Catron,2.0,5.0,0.0,0.0
1931,NM,Chaves,6.0,30.0,44.0,1.0
1932,NM,Cibola,3.0,16.0,15.0,1.0
1933,NM,Colfax,3.0,13.0,14.0,2.0
1934,NM,Curry,5.0,22.0,32.0,1.0
1935,NM,De Baca,2.0,2.0,1.0,1.0
1936,NM,Doña Ana,21.0,60.0,122.0,5.0
1937,NM,Eddy,5.0,35.0,36.0,1.0
1938,NM,Grant,5.0,13.0,20.0,2.0
1939,NM,Guadalupe,0.0,7.0,3.0,0.0
1940,NM,Harding,1.0,0.0,0.0,0.0
1941,NM,Hidalgo,2.0,3.0,2.0,0.0
1942,NM,Lea,9.0,36.0,53.0,0.0
1943,NM,Lincoln,3.0,14.0,17.0,4.0
1944,NM,Los Alamos,3.0,4.0,13.0,1.0
1945,NM,Luna,2.0,16.0,20.0,1.0
1946,NM,McKinley,12.0,44.0,48.0,2.0
1947,NM,Mora,1.0,4.0,0.0,1.0
1948,NM,Otero,9.0,20.0,30.0,6.0
1949,NM,Quay,2.0,6.0,7.0,1.0
1950,NM,Rio Arriba,3.0,13.0,19.0,3.0
1951,NM,Roosevelt,1.0,8.0,10.0,1.0
1952,NM,San Juan,9.0,68.0,99.0,3.0
1953,NM,San Miguel,3.0,14.0,16.0,2.0
1954,NM,Sandoval,12.0,37.0,67.0,7.0
1955,NM,Santa Fe,28.0,33.0,110.0,5.0
1956,NM,Sierra,2.0,8.0,6.0,1.0
1957,NM,Socorro,1.0,6.0,10.0,2.0
1958,NM,Taos,11.0,14.0,24.0,4.0
1959,NM,Torrance,2.0,12.0,6.0,1.0
1960,NM,Union,1.0,2.0,2.0,1.0
1961,NM,Valencia,8.0,22.0,45.0,2.0
1962,NV,Carson City,10.0,21.0,55.0,2.0
1963,NV,Churchill,2.0,10.0,17.0,3.0
1964,NV,Clark,201.0,681.0,1867.0,11.0
1965,NV,Douglas,6.0,17.0,31.0,3.0
1966,NV,Elko,11.0,21.0,40.0,1.0
1967,NV,Esmeralda,1.0,0.0,0.0,0.0
1968,NV,Eureka,1.0,2.0,2.0,1.0
1969,NV,Humboldt,4.0,13.0,12.0,1.0
1970,NV,Lander,2.0,7.0,2.0,0.0
1971,NV,Lincoln,3.0,6.0,0.0,3.0
1972,NV,Lyon,4.0,26.0,18.0,3.0
1973,NV,Mineral,1.0,5.0,1.0,1.0
1974,NV,Nye,7.0,29.0,26.0,0.0
1975,NV,Pershing,1.0,6.0,3.0,0.0
1976,NV,Storey,0.0,1.0,0.0,1.0
1977,NV,Washoe,56.0,153.0,361.0,8.0
1978,NV,White Pine,3.0,8.0,4.0,1.0
1979,NY,Albany,101.0,154.0,345.0,16.0
1980,NY,Allegany,14.0,24.0,20.0,6.0
1981,NY,Bronx,1296.0,166.0,963.0,42.0
1982,NY,Broome,42.0,103.0,154.0,8.0
1983,NY,Cattaraugus,19.0,37.0,41.0,4.0
1984,NY,Cayuga,11.0,29.0,50.0,6.0
1985,NY,Chautauqua,30.0,54.0,94.0,8.0
1986,NY,Chemung,15.0,39.0,53.0,4.0
1987,NY,Chenango,8.0,34.0,27.0,5.0
1988,NY,Clinton,20.0,53.0,39.0,6.0
1989,NY,Columbia,20.0,42.0,41.0,8.0
1990,NY,Cortland,7.0,22.0,42.0,4.0
1991,NY,Delaware,12.0,31.0,25.0,8.0
1992,NY,Dutchess,99.0,123.0,258.0,16.0
1993,NY,Erie,311.0,351.0,746.0,24.0
1994,NY,Essex,19.0,29.0,28.0,10.0
1995,NY,Franklin,13.0,29.0,24.0,7.0
1996,NY,Fulton,13.0,29.0,42.0,3.0
1997,NY,Genesee,11.0,30.0,35.0,4.0
1998,NY,Greene,13.0,32.0,30.0,4.0
1999,NY,Hamilton,4.0,10.0,5.0,2.0
2000,NY,Herkimer,10.0,27.0,39.0,5.0
2001,NY,Jefferson,34.0,61.0,102.0,16.0
2002,NY,Kings,2495.0,348.0,2118.0,44.0
2003,NY,Lewis,3.0,19.0,14.0,4.0
2004,NY,Livingston,13.0,38.0,48.0,7.0
2005,NY,Madison,11.0,23.0,44.0,8.0
2006,NY,Monroe,190.0,292.0,561.0,29.0
2007,NY,Montgomery,11.0,31.0,34.0,7.0
2008,NY,Nassau,560.0,502.0,1292.0,24.0
2009,NY,New York,1319.0,233.0,2622.0,46.0
2010,NY,Niagara,34.0,83.0,138.0,8.0
2011,NY,Oneida,71.0,99.0,150.0,18.0
2012,NY,Onondaga,121.0,209.0,415.0,15.0
2013,NY,Ontario,19.0,44.0,94.0,8.0
2014,NY,Orange,108.0,160.0,306.0,16.0
2015,NY,Orleans,8.0,14.0,15.0,2.0
2016,NY,Oswego,21.0,54.0,84.0,5.0
2017,NY,Otsego,18.0,47.0,35.0,8.0
2018,NY,Putnam,27.0,48.0,79.0,3.0
2019,NY,Queens,1624.0,442.0,1966.0,20.0
2020,NY,Rensselaer,38.0,70.0,109.0,10.0
2021,NY,Richmond,242.0,113.0,314.0,4.0
2022,NY,Rockland,111.0,91.0,277.0,8.0
2023,NY,Saratoga,28.0,97.0,159.0,12.0
2024,NY,Schenectady,46.0,76.0,127.0,4.0
2025,NY,Schoharie,2.0,19.0,13.0,4.0
2026,NY,Schuyler,2.0,8.0,10.0,4.0
2027,NY,Seneca,7.0,15.0,22.0,4.0
2028,NY,St. Lawrence,30.0,56.0,51.0,14.0
2029,NY,Steuben,23.0,56.0,46.0,6.0
2030,NY,Suffolk,491.0,582.0,1340.0,23.0
2031,NY,Sullivan,30.0,52.0,53.0,8.0
2032,NY,Tioga,10.0,14.0,25.0,3.0
2033,NY,Tompkins,21.0,33.0,79.0,6.0
2034,NY,Ulster,47.0,106.0,141.0,14.0
2035,NY,Warren,27.0,46.0,66.0,7.0
2036,NY,Washington,10.0,25.0,32.0,7.0
2037,NY,Wayne,15.0,40.0,65.0,6.0
2038,NY,Westchester,485.0,259.0,770.0,34.0
2039,NY,Wyoming,8.0,19.0,24.0,4.0
2040,NY,Yates,10.0,7.0,14.0,3.0
2041,OH,Adams,3.0,20.0,20.0,0.0
2042,OH,Allen,14.0,48.0,103.0,4.0
2043,OH,Ashland,14.0,21.0,31.0,2.0
2044,OH,Ashtabula,17.0,48.0,87.0,8.0
2045,OH,Athens,11.0,28.0,56.0,2.0
2046,OH,Auglaize,6.0,20.0,40.0,2.0
2047,OH,Belmont,18.0,37.0,53.0,4.0
2048,OH,Brown,6.0,25.0,23.0,4.0
2049,OH,Butler,46.0,139.0,275.0,6.0
2050,OH,Carroll,4.0,8.0,16.0,2.0
2051,OH,Champaign,9.0,12.0,21.0,3.0
2052,OH,Clark,18.0,58.0,117.0,2.0
2053,OH,Clermont,25.0,81.0,125.0,3.0
2054,OH,Clinton,8.0,20.0,32.0,1.0
2055,OH,Columbiana,17.0,47.0,77.0,0.0
2056,OH,Coshocton,7.0,12.0,20.0,1.0
2057,OH,Crawford,7.0,20.0,30.0,2.0
2058,OH,Cuyahoga,282.0,575.0,1123.0,30.0
2059,OH,Darke,10.0,23.0,28.0,1.0
2060,OH,Defiance,5.0,15.0,27.0,3.0
2061,OH,Delaware,20.0,40.0,176.0,5.0
2062,OH,Erie,13.0,40.0,80.0,2.0
2063,OH,Fairfield,15.0,41.0,99.0,3.0
2064,OH,Fayette,6.0,19.0,31.0,1.0
2065,OH,Franklin,266.0,471.0,1137.0,30.0
2066,OH,Fulton,7.0,20.0,25.0,2.0
2067,OH,Gallia,5.0,17.0,29.0,2.0
2068,OH,Geauga,13.0,36.0,58.0,3.0
2069,OH,Greene,21.0,53.0,145.0,12.0
2070,OH,Guernsey,12.0,25.0,37.0,2.0
2071,OH,Hamilton,171.0,322.0,686.0,16.0
2072,OH,Hancock,11.0,27.0,66.0,2.0
2073,OH,Hardin,5.0,18.0,15.0,2.0
2074,OH,Harrison,4.0,7.0,8.0,1.0
2075,OH,Henry,4.0,13.0,19.0,0.0
2076,OH,Highland,7.0,26.0,30.0,4.0
2077,OH,Hocking,4.0,11.0,18.0,0.0
2078,OH,Holmes,16.0,12.0,15.0,7.0
2079,OH,Huron,10.0,30.0,52.0,2.0
2080,OH,Jackson,9.0,19.0,24.0,0.0
2081,OH,Jefferson,16.0,27.0,46.0,3.0
2082,OH,Knox,9.0,15.0,40.0,3.0
2083,OH,Lake,41.0,109.0,189.0,8.0
2084,OH,Lawrence,11.0,25.0,38.0,0.0
2085,OH,Licking,22.0,63.0,130.0,7.0
2086,OH,Logan,12.0,16.0,38.0,1.0
2087,OH,Lorain,55.0,110.0,193.0,5.0
