,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
25891,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.6,7.7,14.4,369.0,,,,,,,Hawaiian/Pacific Islander,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
25975,2015,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,9.0,16.4,781.0,,,,Female,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Gender,Female,GEN,FEMALE
25997,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.2,14.8,22.3,465.0,,,,,12th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,12th,GRADE,GRADE12
26057,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.5,14.6,6476.0,,,,,,,Non-Hispanic White,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26075,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.2,6.9,14.8,749.0,,,,,10th,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Grade,10th,GRADE,GRADE10
26238,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.6,5.2,10.9,1632.0,,,,Female,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Gender,Female,GEN,FEMALE
26323,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,10.6,13.8,1637.0,,,,,,,Non-Hispanic White,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26368,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,13.0,18.4,1118.0,,,,,,,Hispanic,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Hispanic,RACE,RACEHIS
26369,2015,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,4.2,2.0,8.8,166.0,,,,,,,Asian,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
26474,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.0,16.2,22.2,711.0,,,,,,,Hispanic,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Hispanic,RACE,RACEHIS
26485,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.4,13.0,22.9,1428.0,,,,,10th,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Grade,10th,GRADE,GRADE10
26574,2015,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,10.8,14.9,1219.0,,,,,,,Non-Hispanic White,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26584,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.3,5.6,15.2,220.0,,,,,,,Non-Hispanic Black,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
26604,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.8,16.2,21.7,1104.0,,,,,11th,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Grade,11th,GRADE,GRADE11
26691,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.4,13.8,19.5,5634.0,Total,,,,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Total,Total,OVR,OVERALL
26795,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,6.7,15.6,649.0,,,,Female,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Gender,Female,GEN,FEMALE
26867,2015,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,9.6,17.9,316.0,,,,,9th,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Grade,9th,GRADE,GRADE09
26924,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.1,15.8,20.6,2009.0,,,,,,,Non-Hispanic White,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26945,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.8,15.5,20.3,2375.0,,,,,,,Non-Hispanic White,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26947,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.3,15.0,17.7,6878.0,,,,Male,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Gender,Male,GEN,MALE
26978,2015,CA,California,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.0,2.1,25.9,288.0,,,,,,,Asian,"(37.638640123, -120.999999538)",OWS,OWS1,Q038,VALUE,6,Race/Ethnicity,Asian,RACE,RACEASN
27004,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,10.3,12.1,14032.0,,,,,9th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,9th,GRADE,GRADE09
27094,2015,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,22.1,17.4,27.5,129.0,,,,,,,American Indian/Alaska Native,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
27169,2015,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.1,9.1,13.3,1512.0,Total,,,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q038,VALUE,72,Total,Total,OVR,OVERALL
27187,2015,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.4,14.7,1715.0,,,,,,,Non-Hispanic White,"(40.793730152, -77.860700294)",OWS,OWS1,Q038,VALUE,42,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
27416,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,7.0,12.8,1795.0,,,,,,,Non-Hispanic White,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
27423,2015,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.4,5.5,10.0,846.0,,,,Female,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Gender,Female,GEN,FEMALE
27436,2015,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.2,17.3,25.6,501.0,,,,,10th,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Grade,10th,GRADE,GRADE10
27528,2015,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.2,14.1,25.6,312.0,,,,,11th,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Grade,11th,GRADE,GRADE11
27646,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,11.5,13.6,3919.0,,,,,12th,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Grade,12th,GRADE,GRADE12
27824,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,4.6,2.3,8.8,140.0,,,,,,,Asian,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Asian,RACE,RACEASN
27840,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,10.6,15.1,1178.0,,,,,,,Non-Hispanic White,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
28010,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.4,10.7,12.2,10908.0,,,,,12th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,12th,GRADE,GRADE12
28012,2015,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.1,7.9,10.4,3348.0,,,,,,,Non-Hispanic White,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
28039,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.5,15.6,21.8,1737.0,,,,,,,Hawaiian/Pacific Islander,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
28067,2015,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.6,10.0,26.3,121.0,,,,,,,Hispanic,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Race/Ethnicity,Hispanic,RACE,RACEHIS
28096,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,24.5,17.1,33.8,116.0,,,,,,,American Indian/Alaska Native,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
28170,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.2,12.9,22.4,427.0,,,,,10th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,10th,GRADE,GRADE10
28271,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,13.6,19.3,1261.0,,,,Female,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Gender,Female,GEN,FEMALE
28445,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.2,5.7,9.2,1466.0,,,,Female,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Gender,Female,GEN,FEMALE
28558,2015,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.3,7.2,12.0,904.0,,,,,12th,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Grade,12th,GRADE,GRADE12
28586,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.4,5.6,15.2,153.0,,,,,,,Asian,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Asian,RACE,RACEASN
28599,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,11.0,12.8,4638.0,,,,,11th,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Grade,11th,GRADE,GRADE11
28663,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.2,2.7,13.5,128.0,,,,,,,Hawaiian/Pacific Islander,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
28756,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.1,16.8,21.6,1051.0,,,,Male,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Gender,Male,GEN,MALE
28792,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.7,14.7,28.3,234.0,,,,,,,Hispanic,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Hispanic,RACE,RACEHIS
28848,2015,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,5.3,22.2,131.0,,,,,,,2 or more races,"(40.793730152, -77.860700294)",OWS,OWS1,Q038,VALUE,42,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
28893,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.6,8.0,11.6,1646.0,,,,,,,Non-Hispanic White,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
28902,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.7,13.6,17.9,1620.0,,,,,12th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,12th,GRADE,GRADE12
29084,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.9,16.9,25.6,842.0,,,,,,,Non-Hispanic Black,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
29392,2015,CA,California,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.2,7.3,11.6,936.0,,,,Female,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q038,VALUE,6,Gender,Female,GEN,FEMALE
29511,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,11.4,14.4,2936.0,,,,,,,2 or more races,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
29526,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.4,13.4,15.5,4725.0,,,,Female,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Gender,Female,GEN,FEMALE
29636,2015,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.2,9.9,19.9,347.0,,,,,11th,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Grade,11th,GRADE,GRADE11
29664,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.9,13.3,19.1,769.0,,,,Male,,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Gender,Male,GEN,MALE
29722,2015,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,9.4,16.3,355.0,,,,,10th,,,"(18.220833, -66.590149)",OWS,OWS1,Q038,VALUE,72,Grade,10th,GRADE,GRADE10
29761,2015,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.0,12.1,20.9,366.0,,,,,12th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,12th,GRADE,GRADE12
29845,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,11.6,22.1,334.0,,,,,11th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,11th,GRADE,GRADE11
29867,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.8,5.4,11.3,925.0,,,,,,,Asian,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Asian,RACE,RACEASN
29913,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,24.0,14.6,36.8,163.0,,,,,,,American Indian/Alaska Native,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
30135,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.0,15.0,19.2,1359.0,,,,,,,Hispanic,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
30180,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.6,11.6,25.9,210.0,,,,,12th,,,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Grade,12th,GRADE,GRADE12
30194,2015,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,10.1,16.6,474.0,,,,,12th,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Grade,12th,GRADE,GRADE12
30266,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,8.4,16.9,196.0,,,,,,,2 or more races,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
30273,2015,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.8,14.4,21.8,680.0,,,,Male,,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Gender,Male,GEN,MALE
30412,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,2.6,1.6,4.2,636.0,,,,,,,Non-Hispanic White,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
30436,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,23.7,19.8,28.0,671.0,,,,Male,,,,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Gender,Male,GEN,MALE
30454,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.1,13.5,23.9,237.0,,,,,,,American Indian/Alaska Native,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
30459,2015,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,7.3,20.1,248.0,,,,,12th,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Grade,12th,GRADE,GRADE12
30498,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,7.9,15.7,453.0,,,,,12th,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Grade,12th,GRADE,GRADE12
30520,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.2,13.0,22.3,214.0,,,,,,,Non-Hispanic Black,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
30877,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,9.2,23.2,927.0,,,,,,,Hispanic,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Race/Ethnicity,Hispanic,RACE,RACEHIS
30996,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,9.9,29.2,231.0,,,,,,,2 or more races,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
31037,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,11.5,18.2,1098.0,,,,Male,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Gender,Male,GEN,MALE
31075,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,5.5,19.1,128.0,,,,,,,Hispanic,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Race/Ethnicity,Hispanic,RACE,RACEHIS
31334,2015,NV,Nevada,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,9.4,16.5,354.0,,,,,10th,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q038,VALUE,32,Grade,10th,GRADE,GRADE10
31363,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,10.8,17.1,1479.0,,,,,9th,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,9th,GRADE,GRADE09
31599,2015,CA,California,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.4,6.0,14.6,298.0,,,,,,,Non-Hispanic White,"(37.638640123, -120.999999538)",OWS,OWS1,Q038,VALUE,6,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
31641,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.0,13.4,19.1,648.0,,,,,,,2 or more races,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
31720,2015,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,10.1,16.2,720.0,,,,,10th,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q038,VALUE,42,Grade,10th,GRADE,GRADE10
31927,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,9.5,13.9,2443.0,,,,Female,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Gender,Female,GEN,FEMALE
32009,2015,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.2,8.0,12.8,1169.0,,,,,,,Non-Hispanic White,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
32080,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.4,13.1,20.3,544.0,,,,Female,,,,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Gender,Female,GEN,FEMALE
32133,2015,MO,Missouri,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.5,9.0,20.0,288.0,,,,,9th,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q038,VALUE,29,Grade,9th,GRADE,GRADE09
32224,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.7,14.8,16.7,5824.0,,,,,,,Non-Hispanic Black,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
32245,2015,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.5,13.9,19.5,804.0,,,,Male,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Gender,Male,GEN,MALE
