,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
25683,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.7,13.9,19.9,1084.0,Total,,,,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Total,Total,OVR,OVERALL
25706,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,5.4,4.5,6.4,2045.0,,,,Female,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Gender,Female,GEN,FEMALE
25713,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.9,13.4,18.8,1725.0,,,,Male,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Gender,Male,GEN,MALE
25740,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.3,14.0,23.4,319.0,,,,,12th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,12th,GRADE,GRADE12
25882,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.4,8.3,13.1,582.0,,,,,9th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,9th,GRADE,GRADE09
25933,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,8.5,13.1,1153.0,,,,,12th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,12th,GRADE,GRADE12
26002,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.5,9.8,18.3,620.0,,,,,9th,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Grade,9th,GRADE,GRADE09
26005,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.4,13.9,26.5,296.0,,,,,,,Non-Hispanic Black,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
26016,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.0,8.8,13.7,842.0,,,,,11th,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,11th,GRADE,GRADE11
26063,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,12.3,21.1,355.0,,,,,9th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,9th,GRADE,GRADE09
26078,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,23.4,18.7,29.0,177.0,,,,,,,Hispanic,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,Hispanic,RACE,RACEHIS
26085,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.1,13.1,17.4,1168.0,,,,,,,Hispanic,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Hispanic,RACE,RACEHIS
26110,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.4,12.0,17.2,416.0,,,,,10th,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Grade,10th,GRADE,GRADE10
26122,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,10.1,17.2,1850.0,,,,Male,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Gender,Male,GEN,MALE
26196,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.4,7.6,25.7,115.0,,,,,,,2 or more races,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
26219,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,12.2,17.1,524.0,,,,,,,Non-Hispanic White,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26492,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,5.2,2.3,11.3,284.0,,,,,12th,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Grade,12th,GRADE,GRADE12
26609,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,11.1,14.8,3870.0,,,,,11th,,,,OWS,OWS1,Q038,VALUE,59,Grade,11th,GRADE,GRADE11
26636,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,13.7,18.1,1732.0,Total,,,,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Total,Total,OVR,OVERALL
26735,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,8.1,11.2,1502.0,,,,,,,Non-Hispanic White,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
26808,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.5,11.4,15.9,1328.0,,,,Male,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Gender,Male,GEN,MALE
26946,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,10.7,17.4,1395.0,,,,,10th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,10th,GRADE,GRADE10
26984,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.5,11.0,16.4,924.0,,,,Female,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Gender,Female,GEN,FEMALE
27026,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,12.1,18.9,373.0,,,,,,,Hispanic,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Race/Ethnicity,Hispanic,RACE,RACEHIS
27070,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.7,12.2,22.4,126.0,,,,,,,Asian,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Race/Ethnicity,Asian,RACE,RACEASN
27418,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,10.2,14.6,817.0,,,,,11th,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Grade,11th,GRADE,GRADE11
27452,2011,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.8,7.7,17.7,287.0,,,,,12th,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q038,VALUE,39,Grade,12th,GRADE,GRADE12
27455,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.1,10.1,21.9,105.0,,,,,,,2 or more races,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
27466,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,9.1,17.0,280.0,,,,,12th,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Grade,12th,GRADE,GRADE12
27634,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.4,7.2,14.7,416.0,,,,,11th,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Grade,11th,GRADE,GRADE11
27668,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.7,15.4,20.1,1916.0,,,,Male,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Gender,Male,GEN,MALE
27680,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.6,14.4,23.8,467.0,,,,Male,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Gender,Male,GEN,MALE
27713,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.4,9.0,14.3,1157.0,,,,,,,Non-Hispanic White,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
27730,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,7.7,21.1,325.0,,,,,,,Non-Hispanic Black,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
27732,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,9.5,15.1,486.0,,,,,10th,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Grade,10th,GRADE,GRADE10
27747,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.4,7.6,16.8,334.0,,,,,,,Hispanic,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Race/Ethnicity,Hispanic,RACE,RACEHIS
27806,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.0,12.8,17.4,1857.0,Total,,,,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Total,Total,OVR,OVERALL
27864,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,9.4,20.7,351.0,,,,,9th,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Grade,9th,GRADE,GRADE09
27912,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.8,14.2,19.7,891.0,,,,,,,Non-Hispanic Black,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
27935,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,10.9,15.0,3432.0,,,,,10th,,,,OWS,OWS1,Q038,VALUE,59,Grade,10th,GRADE,GRADE10
28048,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,8.6,17.0,446.0,,,,,12th,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Grade,12th,GRADE,GRADE12
28084,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.6,14.3,21.6,525.0,,,,,,,Non-Hispanic Black,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
28129,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.8,7.8,12.2,1762.0,,,,,12th,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Grade,12th,GRADE,GRADE12
28199,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,5.3,19.6,144.0,,,,,,,American Indian/Alaska Native,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
28264,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,9.9,18.6,184.0,,,,,,,Non-Hispanic Black,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
28306,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.1,11.1,15.4,802.0,,,,,,,Non-Hispanic White,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
28313,2011,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.7,8.1,14.1,697.0,,,,Female,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Gender,Female,GEN,FEMALE
28317,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.0,16.4,21.9,2020.0,,,,Male,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Gender,Male,GEN,MALE
28388,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.6,10.2,20.5,513.0,,,,,9th,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Grade,9th,GRADE,GRADE09
28433,2011,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,7.4,16.8,237.0,,,,,12th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,12th,GRADE,GRADE12
28438,2011,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.7,6.7,11.2,772.0,,,,,,,Non-Hispanic White,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
28504,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,12.4,17.9,1234.0,,,,,,,Hispanic,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Race/Ethnicity,Hispanic,RACE,RACEHIS
28508,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.4,7.9,16.2,355.0,,,,,12th,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Grade,12th,GRADE,GRADE12
28537,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.3,6.2,11.0,700.0,,,,,12th,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Grade,12th,GRADE,GRADE12
28557,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.8,12.9,24.1,171.0,,,,,,,2 or more races,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
28587,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,11.0,17.6,622.0,,,,Male,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Gender,Male,GEN,MALE
28607,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,10.5,22.9,632.0,,,,,,,Hispanic,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Hispanic,RACE,RACEHIS
28655,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.6,10.0,18.1,337.0,,,,,,,Hispanic,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Hispanic,RACE,RACEHIS
28710,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,10.9,15.1,5543.0,Total,,,,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Total,Total,OVR,OVERALL
28760,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,12.4,15.7,5776.0,,,,Male,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Gender,Male,GEN,MALE
28785,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,9.7,20.1,180.0,,,,,,,American Indian/Alaska Native,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
28813,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.6,9.7,21.3,263.0,,,,,9th,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Grade,9th,GRADE,GRADE09
28989,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.9,15.5,20.5,1178.0,,,,Male,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Gender,Male,GEN,MALE
29133,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,8.4,17.9,205.0,,,,,,,American Indian/Alaska Native,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
29230,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.7,9.3,14.5,894.0,,,,Female,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Gender,Female,GEN,FEMALE
29396,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.1,7.5,13.3,472.0,,,,,10th,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Grade,10th,GRADE,GRADE10
29435,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,14.3,21.2,256.0,,,,,,,American Indian/Alaska Native,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
29444,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.6,13.0,21.0,445.0,,,,,10th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,10th,GRADE,GRADE10
29604,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.9,14.1,25.0,340.0,,,,,,,Non-Hispanic Black,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
29694,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.1,14.4,17.9,7121.0,,,,Male,,,,,OWS,OWS1,Q038,VALUE,59,Gender,Male,GEN,MALE
29765,2011,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.0,9.4,12.8,1871.0,Total,,,,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Total,Total,OVR,OVERALL
29770,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,9.1,20.0,361.0,,,,,,,Hispanic,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Race/Ethnicity,Hispanic,RACE,RACEHIS
29847,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,9.2,17.3,244.0,,,,,,,Hispanic,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Race/Ethnicity,Hispanic,RACE,RACEHIS
29888,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.2,11.2,15.6,3870.0,,,,Male,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Gender,Male,GEN,MALE
30016,2011,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.9,4.9,9.8,562.0,,,,,9th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,9th,GRADE,GRADE09
30043,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,10.0,21.0,378.0,,,,,9th,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Grade,9th,GRADE,GRADE09
30065,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,10.6,15.5,642.0,,,,,9th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,9th,GRADE,GRADE09
30324,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,10.4,18.8,358.0,,,,,9th,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Grade,9th,GRADE,GRADE09
30379,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,7.9,12.3,645.0,,,,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
30417,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.0,13.4,21.4,344.0,,,,,11th,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Grade,11th,GRADE,GRADE11
30484,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,12.9,18.7,652.0,,,,Female,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Gender,Female,GEN,FEMALE
30490,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.6,7.5,12.1,1079.0,,,,,10th,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Grade,10th,GRADE,GRADE10
30649,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.4,9.7,13.3,1990.0,,,,Male,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Gender,Male,GEN,MALE
30724,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,9.7,13.5,5902.0,,,,,,,Non-Hispanic White,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
30776,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.8,9.9,14.2,1268.0,,,,,11th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,11th,GRADE,GRADE11
30786,2011,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.8,5.2,14.5,284.0,,,,,11th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,11th,GRADE,GRADE11
30925,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,9.1,16.2,897.0,,,,,11th,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Grade,11th,GRADE,GRADE11
30952,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.6,4.1,13.4,152.0,,,,,,,2 or more races,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
